"VendorID","passenger_count","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","total_amount","pickup_hour","speed","temp","hum","vis","fog","rain","gasprice"
NA,1,-73.9831085205078,40.744571685791,-73.9923248291016,40.730640411377,6.3,6,14.4,21.7,68,14,0,0,1.155
NA,1,-73.9905471801758,40.7249031066895,-73.9819641113281,40.7406349182129,8.3,21,12.824427480916,20.6,63,16,0,0,1.264
NA,1,-73.982292175293,40.7716979980469,-73.9819641113281,40.7795219421387,5.8,14,7.79783393501805,8.9,83,16,0,0,1.167
NA,1,-73.9869384765625,40.7476196289063,-73.9647521972656,40.757511138916,10.3,21,12.2973451327434,20.6,63,16,0,0,1.264
NA,1,-73.9633102416992,40.7620735168457,-73.9809341430664,40.7583236694336,13.56,18,7.31628532974428,21.1,93,0,1,1,1.133
NA,1,-73.969856262207,40.7608489990234,-73.9852905273438,40.7472610473633,8.8,11,9.74040219378428,13.9,49,16,0,0,1.284
NA,1,-73.941291809082,40.8439331054688,-73.9446182250977,40.8362617492676,5.3,2,13.5286624203822,5,55,16,0,0,1.284
NA,1,-74.0035858154297,40.7506523132324,-73.9995346069336,40.7195625305176,17.25,20,11.4806378132118,21.7,90,6,0,0,1.133
NA,5,-73.9836120605469,40.755500793457,-73.978889465332,40.763126373291,6.36,10,14.2793296089385,8.3,86,8,0,1,1.264
NA,1,-73.9835739135742,40.726936340332,-73.9891128540039,40.7486953735352,15.18,20,7.5934803451582,8.3,90,4,0,0,1.167
NA,1,-73.9641265869141,40.7144241333008,-73.9361724853516,40.6901626586914,12.3,8,14.8295454545455,3.9,57,16,0,0,1.284
NA,4,-73.9543685913086,40.7882881164551,-73.9984283447266,40.7559814453125,21,8,14.2163833075734,21.1,84,14,0,0,1.133
NA,1,-73.9817733764649,40.7763290405273,-73.9772796630859,40.7845230102539,5.8,22,15.2112676056338,7.2,90,14,0,0,1.167
NA,1,-73.952880859375,40.7663726806641,-73.9524307250977,40.780876159668,8.8,14,11.0333988212181,23.9,53,16,0,0,1.264
NA,1,-73.9895706176758,40.6906623840332,-73.959098815918,40.7683143615723,31.3,17,19.4657980456026,25,45,16,0,0,1.264
NA,3,-73.9879379272461,40.7210083007813,-73.9903259277344,40.714241027832,6.3,2,6.47482014388489,10,59,16,0,0,1.284
NA,2,-73.972412109375,40.7568359375,-73.9903411865234,40.7468566894531,10.05,0,20.1799307958478,17.8,75,16,0,0,1.297
NA,1,-73.9779891967774,40.7586097717285,-74.0022506713867,40.7189788818359,16.3,17,11.8759398496241,9,87,3,0,1,1.167
NA,1,-74.0090408325195,40.7194137573242,-74.0063705444336,40.706657409668,11.76,7,7.51117734724292,9.4,61,16,0,0,1.264
NA,2,-74.00927734375,40.7171096801758,-73.9957580566406,40.7331581115723,8.8,16,13.752808988764,11.1,47,16,0,0,1.297
NA,1,-73.9792022705078,40.7469711303711,-73.9812316894531,40.7587547302246,7.3,13,16.4885496183206,4.4,51,16,0,0,1.284
NA,1,-73.9493713378906,40.7815399169922,-73.9365615844727,40.8556594848633,29.16,1,25.9330316742081,7.8,47,16,0,0,1.297
NA,1,-73.9916076660156,40.7502517700195,-73.9873046875,40.7360153198242,8.3,6,12.9795918367347,22.2,43,14,0,0,1.167
NA,1,-73.9728088378906,40.7434997558594,-73.9755477905274,40.7853889465332,18.36,12,15.7475516866159,4.4,51,16,0,0,1.284
NA,1,-73.8635177612305,40.7698707580566,-73.9617004394531,40.7996597290039,41.81,17,22.6961937716263,3.3,48,16,0,0,1.284
NA,1,-73.9725036621094,40.7912292480469,-73.9534912109375,40.7717895507813,14.76,13,13.2145748987854,10.6,26,16,0,0,1.297
NA,6,-73.973274230957,40.7504463195801,-73.7898406982422,40.6431007385254,58.34,16,41.0113636363636,3.9,46,16,0,0,1.284
NA,2,-73.9910736083984,40.7513542175293,-74.0017547607422,40.7557563781738,5.3,14,13.3333333333333,10.6,26,16,0,0,1.297
NA,6,-73.9535369873047,40.7795295715332,-73.9461212158203,40.7720909118652,7.3,16,12.6268656716418,7.2,49,16,0,0,1.297
NA,1,-73.9786987304688,40.7853813171387,-73.9714965820313,40.7873268127441,8.19,18,12.9438202247191,21.7,93,6,0,0,1.133
NA,1,-73.9658508300781,40.7741584777832,-73.9406967163086,40.7930297851563,18.96,22,13.8966565349544,7.2,90,14,0,0,1.167
NA,1,-73.9747924804688,40.7420387268066,-73.9545593261719,40.701114654541,19.8,22,18.9658536585366,20.6,63,16,0,0,1.264
NA,2,-73.9687652587891,40.7641944885254,-73.9888763427734,40.7636337280273,9.8,20,8.20846905537459,2.8,48,16,0,0,1.284
NA,1,-73.9568023681641,40.7708358764648,-73.9506225585938,40.7807769775391,7.3,22,16.289592760181,21.1,53,14,0,0,1.155
NA,1,-73.9663772583008,40.7898635864258,-73.984619140625,40.7694206237793,10.8,16,10.391167192429,23.9,84,6,0,1,1.133
NA,6,-73.9861297607422,40.7623481750488,-73.9822235107422,40.7714004516602,6.8,21,15.4285714285714,21.1,53,14,0,0,1.155
NA,1,-73.9752960205078,40.7772560119629,-73.9756546020508,40.7912559509277,9.95,16,14.8351648351648,23.9,84,11,0,0,1.133
NA,2,-73.9601364135742,40.7712821960449,-73.9754943847656,40.7870178222656,9.8,20,12.3175803402647,21.7,51,14,0,0,1.155
NA,1,-73.9942092895508,40.7509803771973,-73.9890213012695,40.7581024169922,6.3,10,5.14285714285714,25,71,12,0,0,1.155
NA,1,-73.9668502807617,40.7573547363281,-73.9583435058594,40.7641944885254,6.35,6,13.4042553191489,22.8,71,14,0,0,1.155
NA,2,-73.9919967651367,40.7495269775391,-73.9890213012695,40.7582588195801,10.14,16,10.2375,26.7,40,12,0,0,1.155
NA,1,-73.9940948486328,40.7512435913086,-73.9834671020508,40.7659721374512,7.3,13,10.8455696202532,25,76,12,0,0,1.133
NA,1,-73.9921340942383,40.7377700805664,-73.9879455566406,40.7287826538086,6.8,18,12.755905511811,7.2,60,16,0,0,1.297
NA,1,-73.9733123779297,40.7509422302246,-74.0053939819336,40.7261695861816,20.38,19,10.272,24.4,46,12,0,0,1.155
NA,2,-73.9954681396484,40.7171287536621,-73.9481887817383,40.7859077453613,19.3,11,19.3872180451128,4.4,51,16,0,0,1.284
NA,2,-73.9840927124024,40.749454498291,-73.7917556762695,40.6445045471191,58.34,15,21.1111111111111,9.4,74,16,0,0,1.167
NA,1,-73.9625244140625,40.7755661010742,-73.9782180786133,40.7658767700195,20.5,18,5.26153846153846,21.7,93,3,0,1,1.133
NA,1,-73.9949722290039,40.7501335144043,-73.9890594482422,40.7583274841309,7.8,14,4.09090909090909,8.9,39,16,0,0,1.297
NA,1,-73.980354309082,40.7822799682617,-73.9913635253906,40.7496337890625,13.8,10,7.97047970479705,25,36,12,0,0,1.167
NA,1,-73.9660339355469,40.7654609680176,-73.9555892944336,40.7648849487305,9.8,8,4.74576271186441,23.9,73,12,0,0,1.155
NA,1,-74.0025634765625,40.7395706176758,-74.0038833618164,40.7458992004395,7.56,18,11.1044776119403,21.7,59,12,0,1,1.264
NA,1,-73.989372253418,40.7164916992188,-73.9575805664063,40.7113990783691,9.3,22,20.6763848396501,7.8,47,16,0,0,1.297
NA,1,-74.0019607543945,40.7295417785645,-73.9877395629883,40.7182655334473,11.16,2,10.1398865784499,7.8,47,16,0,0,1.297
NA,1,-73.9920959472656,40.7438468933105,-73.9888000488281,40.7568435668945,11.3,22,8.40764331210191,7.8,47,16,0,0,1.297
NA,1,-73.9916076660156,40.7605895996094,-74.0130996704102,40.7086715698242,21.3,8,13.4656488549618,21.1,84,14,0,0,1.133
NA,1,-73.9762115478516,40.7442817687988,-73.9866561889649,40.7368698120117,8,14,11.6789297658863,23.9,53,16,0,0,1.264
NA,1,-73.9547805786133,40.7640724182129,-73.9911727905274,40.7487945556641,15.3,19,11.7009750812568,21.7,59,12,0,1,1.264
NA,1,-74.0051727294922,40.7513236999512,-74.0144577026367,40.7038269042969,15.8,16,17.8357235984355,8.9,83,11,0,1,1.167
NA,2,-73.9754028320313,40.733039855957,-73.9834518432617,40.7422714233398,8.3,11,6.81081081081081,8.9,83,16,0,0,1.264
NA,5,-73.991813659668,40.7260551452637,-73.9804153442383,40.7261276245117,7.56,0,10.1095890410959,6.7,47,16,0,0,1.297
NA,3,-74.0163116455078,40.7151794433594,-73.9758682250977,40.7569198608398,23.3,7,12.0676056338028,9.4,61,16,0,0,1.264
NA,6,-73.9713745117188,40.7825317382813,-73.9777450561524,40.7536087036133,12.8,20,12.2334630350195,21.1,93,9,0,0,1.133
NA,1,-73.9934539794922,40.7216033935547,-73.958625793457,40.7642211914063,19.3,13,19.7432905484247,8.3,83,16,0,0,1.167
NA,1,-74.0090408325195,40.7305908203125,-74.0077514648438,40.7405281066895,7.3,21,8.51231527093596,2.2,50,16,0,0,1.284
NA,1,-73.956672668457,40.7750015258789,-73.9469985961914,40.775691986084,5.3,12,12.2926829268293,25,74,12,0,0,1.155
NA,5,-73.9704971313477,40.7523994445801,-73.9766464233399,40.7438888549805,6.96,0,14.3571428571429,5.6,51,16,0,0,1.284
NA,1,-73.9793090820313,40.7620506286621,-73.967399597168,40.7708587646484,9.75,15,10.3205417607223,8.9,80,16,0,0,1.167
NA,2,-73.9845428466797,40.7444114685059,-73.9792633056641,40.7463798522949,6.36,20,13.7014925373134,8.3,90,4,0,0,1.167
NA,1,-73.9666748046875,40.7624816894531,-73.9626235961914,40.7741622924805,9.3,17,6.21761658031088,8.9,83,11,0,1,1.167
NA,1,-73.9526214599609,40.7782135009766,-73.9594802856445,40.7827568054199,9.36,11,5.9504132231405,8.3,86,8,0,1,1.264
NA,1,-73.9855651855469,40.7352561950684,-73.9910736083984,40.7332000732422,6.3,2,9.04918032786885,5,55,16,0,0,1.284
NA,2,-73.9517211914063,40.7720413208008,-74.0031585693359,40.7481460571289,18.8,19,17.1121076233184,2.8,48,16,0,0,1.284
NA,5,-73.9789962768555,40.7444114685059,-73.9868469238281,40.7469482421875,10.56,14,2.86541244573083,8.9,39,16,0,0,1.297
NA,1,-73.9523696899414,40.7727813720703,-73.942741394043,40.7866172790527,7.3,17,16.0941176470588,8.9,83,11,0,1,1.167
NA,1,-73.9819030761719,40.7406234741211,-73.9921188354492,40.7494010925293,6.8,10,11.6238244514107,4.4,55,16,0,0,1.284
NA,1,-73.9669647216797,40.8039779663086,-73.9893646240234,40.7588424682617,18.8,16,15.7261330761813,23.9,84,11,0,0,1.133
NA,1,-74.0042419433594,40.7423706054688,-73.979133605957,40.7669181823731,10.8,0,12.4736842105263,10,59,16,0,0,1.284
NA,1,-73.993278503418,40.752082824707,-73.9961318969727,40.7240180969238,15.36,0,11.5774647887324,5.6,51,16,0,0,1.284
NA,1,-73.9554977416992,40.7796058654785,-73.9557571411133,40.7727127075195,6,9,22.5,3.9,55,16,0,0,1.284
NA,6,-73.9863815307617,40.7223701477051,-73.994010925293,40.7550582885742,15.3,3,17.7824773413897,10,57,16,0,0,1.284
NA,1,-73.9544677734375,40.7698211669922,-73.9518890380859,40.7771186828613,7.3,23,17.8536585365854,7.8,47,16,0,0,1.297
NA,4,-73.9698715209961,40.7844848632813,-73.9553375244141,40.8044738769531,10.55,0,18.5209003215434,5.6,51,16,0,0,1.284
NA,1,-73.9638748168945,40.7569007873535,-73.9870681762695,40.7456436157227,12.95,13,8.60377358490566,26.7,35,12,0,0,1.155
NA,1,-73.9982376098633,40.7451858520508,-73.9881362915039,40.7409362792969,7,9,6.96774193548387,23.9,40,14,0,0,1.167
NA,1,-73.9616622924805,40.7644996643066,-73.9896392822266,40.7382698059082,15.96,17,12.6753926701571,25.6,45,16,0,0,1.264
NA,1,-73.9832382202149,40.7810096740723,-73.9823379516602,40.7751770019531,7.56,19,8.75675675675676,8.3,93,3,0,0,1.167
NA,1,-73.9839553833008,40.7294311523438,-73.9429626464844,40.8290824890137,30.3,16,25.6487252124646,8.3,41,16,0,0,1.297
NA,1,-73.9882736206055,40.7390823364258,-73.9785385131836,40.7513122558594,8.75,7,10.1694915254237,22.8,76,12,0,0,1.155
NA,1,-73.970329284668,40.752067565918,-73.9780654907227,40.7448959350586,7.25,22,15.3658536585366,20.6,63,16,0,0,1.264
NA,1,-73.9847793579102,40.7610092163086,-73.9948959350586,40.7554054260254,10.8,19,10.1408450704225,18.9,75,16,0,0,1.264
NA,1,-73.972038269043,40.7618598937988,-73.9842910766602,40.7292289733887,18.96,19,8.79800498753117,10,43,16,0,0,1.297
NA,1,-73.9856796264649,40.7270812988281,-73.9933624267578,40.7225112915039,9.95,15,9.62962962962963,8.3,41,16,0,0,1.297
NA,2,-73.7875289916992,40.6412124633789,-74.0029220581055,40.7472801208496,70.01,22,30.1691275167785,19.4,93,8,0,1,1.133
NA,1,-73.9894104003906,40.7729759216309,-73.9706420898438,40.7521133422852,17.3,8,8.05970149253731,23.9,73,12,0,0,1.155
NA,1,-73.9853820800781,40.7274703979492,-73.9944534301758,40.7205047607422,7.3,18,8,10.6,41,16,0,0,1.297
NA,2,-73.9532165527344,40.7229919433594,-73.9574890136719,40.6206893920898,33.3,0,26.611909650924,5.6,51,16,0,0,1.284
NA,1,-73.9742889404297,40.7570304870606,-73.9852905273438,40.7596282958984,9.8,8,4.94117647058824,21.1,84,14,0,0,1.133
NA,1,-73.9687118530274,40.7646903991699,-73.9456176757813,40.7737007141113,16.1,15,5.58931552587646,27.2,31,12,0,0,1.155
NA,1,-73.9898300170898,40.7377548217773,-73.9953994750977,40.7554702758789,12.3,23,7.79931584948689,6.7,47,16,0,0,1.297
NA,1,-73.949104309082,40.8035354614258,-73.9484176635742,40.7890777587891,9.1,21,11.3317191283293,21.1,53,14,0,0,1.155
NA,1,-73.9668731689453,40.7650108337402,-73.9503326416016,40.7931480407715,10.3,4,21.1764705882353,21.1,90,16,0,0,1.133
NA,1,-73.9857330322266,40.7531280517578,-73.981575012207,40.7503166198731,6.3,20,5.41353383458647,21.1,93,9,0,0,1.133
NA,1,-73.970329284668,40.7841262817383,-73.9645843505859,40.7757720947266,7.56,22,16.4842105263158,18.9,93,14,0,0,1.133
NA,2,-73.9847564697266,40.7482414245605,-73.9798889160156,40.7429733276367,8.16,19,8.352,18.9,75,16,0,0,1.264
NA,1,-73.9798355102539,40.7488632202148,-73.9774475097656,40.7861747741699,24.95,18,7.59776536312849,21.7,93,6,0,0,1.133
NA,1,-73.9840087890625,40.7551002502441,-73.963264465332,40.7688522338867,11.8,9,12.2926829268293,25,36,14,0,0,1.167
NA,1,-73.9697875976563,40.7596130371094,-73.9742813110352,40.7935066223145,31.6,18,5.85895117540687,21.7,93,6,0,0,1.133
NA,1,-73.9829177856445,40.7767753601074,-73.9813079833984,40.7809867858887,4.3,15,7.37007874015748,27.2,31,12,0,0,1.155
NA,1,-73.9697341918945,40.8001556396484,-73.958366394043,40.805362701416,9.1,18,13.6551724137931,21.7,59,12,0,1,1.264
NA,1,-73.9733200073242,40.755859375,-73.9914932250977,40.755428314209,9.96,23,11.7272727272727,7.8,93,4,0,0,1.167
NA,1,-73.9751205444336,40.7826080322266,-73.9951019287109,40.749870300293,17.75,18,9.70059880239521,7.2,56,16,0,0,1.297
NA,1,-73.7897796630859,40.6468276977539,-73.9926071166992,40.7566566467285,58.34,1,37.3067915690867,22.2,78,11,0,0,1.167
NA,3,-73.9706344604492,40.7517929077148,-73.9989547729492,40.7292518615723,14.76,19,11.5352112676056,10,43,16,0,0,1.297
NA,1,-73.9829025268555,40.7420654296875,-73.9975814819336,40.7563591003418,10.37,13,13.1612903225806,4.4,51,16,0,0,1.284
NA,2,-73.9902877807617,40.7607688903809,-73.9831619262695,40.7574501037598,4.8,21,9.86666666666667,7.2,90,12,0,0,1.167
NA,1,-73.9445877075195,40.7798919677734,-73.9754867553711,40.7571830749512,13.3,7,19.1746031746032,9.4,61,16,0,0,1.264
NA,1,-73.9786224365234,40.7567481994629,-73.9826812744141,40.768424987793,7.8,15,10.353982300885,9.4,74,16,0,0,1.167
NA,6,-73.870849609375,40.7738151550293,-73.9872283935547,40.7407302856445,40.61,8,20.2216624685139,8.9,77,9,0,1,1.264
NA,2,-73.9837036132813,40.7807312011719,-73.9883804321289,40.7642097473145,9.96,17,11.0769230769231,11.1,43,16,0,0,1.297
NA,1,-74.0060119628906,40.7171096801758,-73.9475021362305,40.671760559082,22.56,2,21.2691466083151,21.7,90,12,0,0,1.133
NA,1,-73.9991760253906,40.7544479370117,-73.9837493896484,40.7820281982422,9.3,23,26.7096774193548,19.4,61,14,0,0,1.155
NA,2,-74.0008392333984,40.7575378417969,-74.0024032592774,40.7510871887207,7.25,19,11.8636363636364,21.7,90,6,0,0,1.133
NA,1,-73.991325378418,40.7497901916504,-74.0056533813477,40.7151756286621,10.8,6,19.1338582677165,21.1,87,14,0,0,1.133
NA,3,-73.9801712036133,40.7491569519043,-73.9787368774414,40.7619400024414,8.76,11,11.712,4.4,51,16,0,0,1.284
NA,1,-73.9684524536133,40.8017387390137,-73.9744262695313,40.7833442687988,8.3,14,12.8285077951002,13.3,49,16,0,0,1.297
NA,1,-73.8753509521484,40.7738342285156,-73.9894561767578,40.7574043273926,47.24,18,20.2298850574713,8.9,89,6,0,0,1.167
NA,2,-73.9642562866211,40.7566184997559,-73.9662780761719,40.7892112731934,15.8,7,13.2167832167832,22.8,71,14,0,0,1.155
NA,1,-74.003532409668,40.7270278930664,-74.0010833740234,40.7316474914551,5.8,19,17.1428571428571,23.9,46,12,0,0,1.155
NA,1,0,0,-73.9798889160156,40.7811470031738,11.75,12,9.792,15,48,16,0,0,1.284
NA,1,-73.9543151855469,40.8115043640137,-73.9512634277344,40.7940521240234,9.95,7,17.1,3.9,57,16,0,0,1.284
NA,1,-73.9866561889649,40.7620277404785,-73.9957962036133,40.7639236450195,4.8,9,13.2515337423313,17.8,75,16,0,0,1.297
NA,1,-73.9775619506836,40.7646408081055,-73.9796676635742,40.765380859375,3.8,20,1.02857142857143,21.1,93,9,0,0,1.133
NA,1,-73.9822616577149,40.7638511657715,-73.9775466918945,40.7531890869141,11.16,18,8.02325581395349,21.7,59,12,0,1,1.264
NA,1,-73.9925003051758,40.7467880249023,-74.0021591186524,40.7230567932129,15.36,10,7.68421052631579,8.9,86,9,0,1,1.264
NA,1,-73.9696273803711,40.7561531066895,-73.9811935424805,40.7404022216797,6.8,7,23.7735849056604,10,59,16,0,0,1.284
NA,3,-74.0016250610352,40.7344970703125,-73.9855194091797,40.7447547912598,9.96,23,13.2923076923077,1.7,46,16,0,0,1.284
NA,1,-73.9864807128906,40.7340812683105,-73.9860382080078,40.7595100402832,14.3,13,8.02247191011236,15,48,16,0,0,1.297
NA,1,-73.9774017333984,40.7551651000977,-73.9557342529297,40.7738761901855,11,1,17.3493975903614,10,57,16,0,0,1.284
NA,1,-73.9908218383789,40.7610778808594,-73.9966125488281,40.7477149963379,8.8,12,9.62138084632517,8.3,86,11,0,1,1.264
NA,1,-73.982536315918,40.7572898864746,-73.98681640625,40.7759590148926,12.36,17,10.070351758794,22.2,84,2,0,1,1.133
NA,1,-73.9898223876953,40.7606048583984,-73.9885482788086,40.7600364685059,20.3,9,10.2857142857143,11.1,57,16,0,0,1.284
NA,1,-73.9678726196289,40.7924041748047,-73.942008972168,40.8276557922363,16,23,18.3552631578947,11.1,77,16,0,0,1.297
NA,1,-73.8730545043945,40.7741851806641,-73.9481506347656,40.8163299560547,32.84,22,26.1432777232581,9.4,77,16,0,0,1.297
NA,6,-73.9933242797852,40.7541618347168,-74.000114440918,40.7378540039063,6.8,9,17.384030418251,3.9,55,16,0,0,1.284
NA,2,-73.9552307128906,40.7842102050781,-73.9609909057617,40.7718734741211,7.56,12,11.5755627009646,8.3,27,16,0,0,1.297
NA,1,-74.00390625,40.7131385803223,-73.9856567382813,40.7465858459473,14.8,16,9.61424332344214,23.9,84,6,0,1,1.133
NA,1,-73.9900817871094,40.7567024230957,-73.9757766723633,40.7580490112305,7.8,5,10.6478873239437,21.1,53,12,0,0,1.167
NA,1,-73.9835662841797,40.7496566772461,-73.9855651855469,40.7386512756348,8.15,1,13.4328358208955,23.3,62,16,0,0,1.155
NA,1,-73.9467620849609,40.7764282226563,-73.9656677246094,40.7656288146973,8.8,14,12.2046908315565,14.4,49,16,0,0,1.297
NA,1,-73.7766876220703,40.6454277038574,-73.9792098999024,40.7621612548828,66.34,20,19.547805171377,8.9,39,16,0,0,1.297
NA,1,-73.7834167480469,40.6486587524414,-73.9894714355469,40.6416435241699,53.3,17,13.8001533350371,25.6,45,16,0,0,1.264
NA,4,-73.9498596191406,40.7801704406738,-73.9507751464844,40.7861785888672,5.8,22,11.5841584158416,1.7,52,16,0,0,1.284
NA,1,-73.9581298828125,40.6797103881836,-73.9502334594727,40.6804237365723,7.54,2,10.4651162790698,21.1,76,12,0,0,1.167
NA,1,-73.9629669189453,40.7720489501953,-73.9592895507813,40.7774505615234,5.42,20,15.5294117647059,7.2,90,9,0,0,1.167
NA,1,-74.0071105957031,40.7343482971191,-73.9741897583008,40.7596168518066,15.95,13,13.8461538461538,14.4,49,16,0,0,1.297
NA,1,-73.9967575073242,40.7269897460938,-73.980598449707,40.7305603027344,7.8,11,12.9075630252101,12.8,51,16,0,0,1.284
NA,3,-73.9735565185547,40.763500213623,-73.9822311401367,40.7633666992188,8.5,13,5.62779156327544,26.7,35,12,0,0,1.155
NA,1,-73.9852905273438,40.7604789733887,-73.9831085205078,40.7510223388672,6.8,9,9.6,8.9,77,9,0,1,1.264
NA,1,-73.9570083618164,40.7606315612793,-73.9707183837891,40.7477493286133,8.3,20,22.1052631578947,21.7,90,6,0,0,1.133
NA,3,-73.9834518432617,40.7607002258301,-73.9883499145508,40.7488708496094,8.76,10,8.75892857142857,25,71,12,0,0,1.155
NA,1,-73.9940185546875,40.7512016296387,-73.9462814331055,40.7772903442383,15.8,22,17.2833723653396,20.6,63,16,0,0,1.264
NA,1,-73.9845733642578,40.7457275390625,-74.0055236816406,40.7390441894531,10.3,17,10.6351550960118,11.1,43,16,0,0,1.297
NA,1,-73.9630737304688,40.7710685729981,-73.9707565307617,40.7606353759766,6.95,7,11.900826446281,17.8,75,16,0,0,1.297
NA,2,-73.992073059082,40.7492599487305,-73.9952621459961,40.7414321899414,6.38,11,9.35064935064935,8.9,80,16,0,0,1.264
NA,1,-73.9854202270508,40.7579383850098,-73.9942779541016,40.7388191223145,10.79,18,16.1955990220049,7.2,60,16,0,0,1.297
NA,1,-73.8744735717773,40.7739677429199,-73.9585571289063,40.7749481201172,36.04,19,28.4558823529412,7.8,66,16,0,0,1.297
NA,1,-73.8634185791016,40.7695503234863,-73.7838973999024,40.7647895812988,32.25,9,41.7315789473684,10.6,56,16,0,0,1.284
NA,1,-73.9870834350586,40.7393417358399,-73.9863510131836,40.7385940551758,96.95,16,16.3227418779008,8.9,83,11,0,1,1.167
NA,3,-73.9424362182617,40.7907905578613,-73.9731979370117,40.7478713989258,13.3,6,17.202216066482,21.7,68,14,0,0,1.155
NA,3,-73.9846954345703,40.7426414489746,-73.9909362792969,40.7558097839356,11.3,21,6.3237139272271,8.9,39,16,0,0,1.297
NA,1,-74.0052185058594,40.7281875610352,-73.9723281860352,40.7458076477051,17.8,19,7.70866715222141,24.4,46,12,0,0,1.155
NA,1,-73.962028503418,40.7678298950195,-73.9745101928711,40.7563896179199,12.36,8,6.80952380952381,21.1,84,12,0,0,1.133
NA,2,-74.0003128051758,40.7302284240723,-73.9209213256836,40.6887817382813,24.36,2,15.4933123524784,8.3,46,16,0,0,1.297
NA,2,-73.9565734863281,40.7670402526855,-73.9551239013672,40.7772331237793,6.3,11,14.3389830508475,12.8,51,16,0,0,1.284
NA,2,-74.0038223266602,40.7075843811035,-73.9873275756836,40.7217674255371,11.3,13,22.1538461538462,9.4,29,16,0,0,1.297
NA,1,-73.9673919677734,40.7928314208984,-73.9554595947266,40.7877883911133,8.76,16,8.28220858895705,23.9,84,11,0,0,1.133
NA,1,-73.9776611328125,40.7578201293945,-73.9873580932617,40.7429924011231,8.15,0,17.4898785425101,10,59,16,0,0,1.284
NA,1,-73.7820510864258,40.6447067260742,-73.9570846557617,40.7456207275391,45.3,20,34.7534328358209,7.2,90,9,0,0,1.167
NA,1,-74.0023345947266,40.7341918945313,-73.9385528564453,40.7054443359375,26.76,21,12.0562625586068,21.1,53,14,0,0,1.155
NA,4,-73.9536972045899,40.7671089172363,-73.9588775634766,40.7615547180176,6.85,21,12.5,9.4,74,16,0,0,1.297
NA,2,-73.9957962036133,40.7442283630371,-73.9663314819336,40.7106132507324,17.3,1,16.2497441146366,10,57,16,0,0,1.284
NA,1,-74.0091094970703,40.7045822143555,-73.977294921875,40.751880645752,20.3,2,32.1097770154374,7.8,47,16,0,0,1.297
NA,1,-73.9888153076172,40.7411842346191,-73.9024963378906,40.7424926757813,21.3,2,21.8725099601594,10,59,16,0,0,1.284
NA,1,-73.9540481567383,40.7703437805176,-73.9475936889649,40.7793464660645,6.62,11,16.5974025974026,8.3,86,4,0,1,1.264
NA,1,-73.9572143554688,40.7802734375,-73.9461364746094,40.7732086181641,6.8,7,8.32978723404255,21.1,87,11,0,0,1.133
NA,1,-73.9517593383789,40.7737274169922,-73.9823989868164,40.7418479919434,15,15,24.6486486486486,13.3,49,16,0,0,1.297
NA,3,-73.7909088134766,40.6460685729981,-73.9591598510742,40.7700614929199,69.99,0,41.3979706877114,6.7,47,16,0,0,1.297
NA,1,-74.0171127319336,40.7054481506348,-73.9730377197266,40.7555809020996,21.3,13,25.1845493562232,14.4,49,16,0,0,1.297
NA,1,-73.9880523681641,40.7385406494141,-73.9806365966797,40.7892799377441,23.76,21,12.6146993318486,21.1,53,14,0,0,1.155
NA,2,-73.9607315063477,40.7696914672852,-73.955451965332,40.7820701599121,7.56,6,15.6774193548387,17.8,75,16,0,0,1.297
NA,1,-73.98095703125,40.7507820129395,-73.9887466430664,40.7536125183105,11.16,12,2.32411067193676,8.3,86,11,0,1,1.264
NA,1,-73.9941940307617,40.7512702941895,-73.9914016723633,40.7669906616211,8.8,16,11.3317191283293,7.2,49,16,0,0,1.297
NA,2,-73.9857864379883,40.7619781494141,-73.9891204833984,40.7497596740723,9.3,4,10.7569721115538,22.2,57,16,0,0,1.155
NA,1,-73.9989318847656,40.7398643493652,-74.0068054199219,40.7202224731445,7.8,23,17.7049180327869,6.7,47,16,0,0,1.297
NA,1,-74.0084228515625,40.7340431213379,-73.9926834106445,40.7404632568359,11.15,16,10.6553911205074,8.9,83,11,0,1,1.167
NA,1,-73.9730606079102,40.6779441833496,-73.984375,40.7592620849609,22.3,6,18.8307692307692,10,61,16,0,0,1.264
NA,1,-73.9801177978516,40.7393493652344,-73.87060546875,40.7738151550293,32.84,7,28.6219081272085,3.9,49,16,0,0,1.297
NA,3,-73.7768630981445,40.645191192627,-73.9648284912109,40.7593498229981,63.36,1,40.6412825651303,7.8,47,16,0,0,1.297
NA,1,-73.9874954223633,40.7538223266602,-73.9839324951172,40.7488021850586,6,8,13.0120481927711,17.8,75,16,0,0,1.297
NA,1,-73.9474334716797,40.8308258056641,-73.9451065063477,40.8241806030274,5.8,8,8.4375,17.8,75,16,0,0,1.297
NA,1,-74.0029220581055,40.7249488830566,-73.8811340332031,40.7401733398438,26.8,0,22.7004608294931,10,59,16,0,0,1.284
NA,1,-73.9950485229492,40.7365913391113,-73.9890747070313,40.7408256530762,6.8,17,8.26229508196721,7.2,56,16,0,0,1.297
NA,1,-73.9611206054688,40.7687568664551,-73.9755096435547,40.7558822631836,11.75,11,8.61244019138756,22.2,61,16,0,0,1.297
NA,3,-73.9847564697266,40.7519111633301,-73.9965362548828,40.7253112792969,9.8,18,12.1550888529887,2.8,50,16,0,0,1.284
